model_type,task_type,question_idx,gold_answer,baseline_stop_window,baseline_tokens_saved,stop_window_0.50,stop_window_0.85,stop_window_0.95,tokens_saved_0.50,tokens_saved_0.85,tokens_saved_0.95,is_correct_full,is_correct_baseline,is_correct_0.50,is_correct_0.85,is_correct_0.95
GPT4,gsm8k,1220,50,5,2134,5,5,5,2134,2134,2134,True,True,True,True,True
GPT4,gsm8k,1221,160,5,1561,5,5,10,1561,1561,1326,True,True,True,True,True
GPT4,gsm8k,1222,540,5,1633,5,5,5,1633,1633,1633,True,True,True,True,True
GPT4,gsm8k,1223,30,5,2623,5,5,5,2623,2623,2623,True,True,True,True,True
GPT4,gsm8k,1224,1000,5,1085,5,5,15,1085,1085,778,False,False,False,False,False
GPT4,gsm8k,1225,8,5,2291,5,5,5,2291,2291,2291,True,True,True,True,True
GPT4,gsm8k,1226,826,5,3091,5,5,20,3091,3091,1740,True,True,True,True,True
GPT4,gsm8k,1227,31,5,2748,5,5,40,2748,2748,0,True,True,True,True,True
GPT4,gsm8k,1228,288,5,1501,5,5,40,1501,1501,0,True,True,True,True,True
GPT4,gsm8k,1229,3,5,3346,5,5,5,3346,3346,3346,True,True,True,True,True
GPT4,gsm8k,1230,30,5,1208,5,5,5,1208,1208,1208,True,True,True,True,True
GPT4,gsm8k,1231,4,5,1365,5,5,5,1365,1365,1365,True,True,True,True,True
GPT4,gsm8k,1232,240,5,1743,5,5,5,1743,1743,1743,True,True,True,True,True
GPT4,gsm8k,1233,13,10,1765,5,5,25,2063,2063,873,True,True,True,True,True
GPT4,gsm8k,1234,7,5,1784,5,5,5,1784,1784,1784,True,True,True,True,True
GPT4,gsm8k,1235,50,5,1607,5,5,5,1607,1607,1607,True,True,True,True,True
GPT4,gsm8k,1236,17500,5,2364,5,5,15,2364,2364,1712,False,False,False,False,False
GPT4,gsm8k,1237,16,5,4439,5,5,5,4439,4439,4439,True,True,True,True,True
GPT4,gsm8k,1238,5,5,1419,5,5,5,1419,1419,1419,True,True,True,True,True
GPT4,gsm8k,1239,12,20,676,5,5,5,1184,1184,1184,False,False,False,False,False
GPT4,gsm8k,1240,68,5,2548,5,5,5,2548,2548,2548,True,True,True,True,True
GPT4,gsm8k,1241,7,5,1838,5,5,5,1838,1838,1838,True,True,True,True,True
GPT4,gsm8k,1242,162,5,1920,5,5,15,1920,1920,1429,True,True,True,True,True
GPT4,gsm8k,1243,95,5,1968,5,5,25,1968,1968,846,True,True,True,True,True
GPT4,gsm8k,1244,78,5,1429,5,5,5,1429,1429,1429,True,True,True,True,True
GPT4,gsm8k,1245,72,5,2147,5,5,5,2147,2147,2147,True,True,True,True,True
GPT4,gsm8k,1246,57500,5,2747,5,5,5,2747,2747,2747,False,False,False,False,False
GPT4,gsm8k,1247,4,5,1489,5,5,5,1489,1489,1489,True,True,True,True,True
GPT4,gsm8k,1248,18,10,4146,5,5,5,4861,4861,4861,True,True,True,True,True
GPT4,gsm8k,1249,2,40,0,5,5,5,3470,3470,3470,True,True,True,True,True
GPT4,gsm8k,1250,13,5,2805,5,5,15,2805,2805,2033,False,False,False,False,False
GPT4,gsm8k,1251,6,40,0,5,5,5,3038,3038,3038,False,False,False,False,False
GPT4,gsm8k,1252,113,5,3553,5,5,10,3553,3553,3049,False,False,False,False,False
GPT4,gsm8k,1253,312,5,2088,5,5,5,2088,2088,2088,True,True,True,True,True
GPT4,gsm8k,1254,48,5,1504,5,5,10,1504,1504,1298,True,True,True,True,True
GPT4,gsm8k,1255,5,5,2682,5,5,40,2682,2682,0,True,True,True,True,True
GPT4,gsm8k,1256,20,5,1970,5,5,5,1970,1970,1970,True,True,True,True,True
GPT4,gsm8k,1257,70000,5,2310,5,5,5,2310,2310,2310,False,False,False,False,False
GPT4,gsm8k,1258,9,5,2143,5,5,5,2143,2143,2143,True,True,True,True,True
GPT4,gsm8k,1259,55,5,1944,5,5,5,1944,1944,1944,True,True,True,True,True
GPT4,gsm8k,1260,20,5,1192,5,5,5,1192,1192,1192,True,True,True,True,True
GPT4,gsm8k,1261,23,5,4524,5,5,5,4524,4524,4524,True,True,True,True,True
GPT4,gsm8k,1262,3000,5,2965,5,5,5,2965,2965,2965,False,False,False,False,False
GPT4,gsm8k,1263,1050,5,1753,5,5,5,1753,1753,1753,True,True,True,True,True
GPT4,gsm8k,1264,42,5,1520,5,5,5,1520,1520,1520,False,False,False,False,False
GPT4,gsm8k,1265,50,5,2415,5,5,5,2415,2415,2415,True,True,True,True,True
GPT4,gsm8k,1266,4,5,2469,5,5,5,2469,2469,2469,True,True,True,True,True
GPT4,gsm8k,1267,36,5,2577,5,5,5,2577,2577,2577,True,True,True,True,True
GPT4,gsm8k,1268,8,5,1961,5,5,5,1961,1961,1961,True,True,True,True,True
GPT4,gsm8k,1269,5,5,1627,5,5,5,1627,1627,1627,True,True,True,True,True
GPT4,gsm8k,1270,3160,5,2651,5,5,5,2651,2651,2651,True,True,True,True,True
GPT4,gsm8k,1271,145,5,3455,5,5,40,3455,3455,0,True,True,True,True,True
GPT4,gsm8k,1272,2,5,2127,5,5,5,2127,2127,2127,True,True,True,True,True
GPT4,gsm8k,1273,6,5,2164,5,5,5,2164,2164,2164,True,True,True,True,True
GPT4,gsm8k,1274,15,5,1419,5,5,5,1419,1419,1419,True,True,True,True,True
GPT4,gsm8k,1275,50,5,1668,5,5,5,1668,1668,1668,True,True,True,True,True
GPT4,gsm8k,1276,160,5,2014,5,5,5,2014,2014,2014,True,True,True,True,True
GPT4,gsm8k,1277,21,5,1327,5,5,5,1327,1327,1327,True,True,True,True,True
GPT4,gsm8k,1278,12,5,2606,5,5,5,2606,2606,2606,True,True,True,True,True
GPT4,gsm8k,1279,4,10,2489,5,5,5,2890,2890,2890,True,True,True,True,True
GPT4,gsm8k,1280,2,5,3096,5,5,5,3096,3096,3096,True,True,True,True,True
GPT4,gsm8k,1281,150,5,2776,5,5,5,2776,2776,2776,True,True,True,True,True
GPT4,gsm8k,1282,110,5,1730,5,5,5,1730,1730,1730,True,True,True,True,True
GPT4,gsm8k,1283,350,5,4021,5,5,5,4021,4021,4021,True,True,True,True,True
GPT4,gsm8k,1284,200,5,3135,5,5,5,3135,3135,3135,True,True,True,True,True
GPT4,gsm8k,1285,150,5,2183,5,5,5,2183,2183,2183,True,True,True,True,True
GPT4,gsm8k,1286,70,5,2016,5,5,10,2016,2016,1729,True,True,True,True,True
GPT4,gsm8k,1287,15,5,1442,5,5,5,1442,1442,1442,True,True,True,True,True
GPT4,gsm8k,1288,5,5,1746,5,5,5,1746,1746,1746,True,True,True,True,True
GPT4,gsm8k,1289,10,5,2333,5,5,5,2333,2333,2333,True,True,True,True,True
GPT4,gsm8k,1290,8,5,1612,5,5,5,1612,1612,1612,True,True,True,True,True
GPT4,gsm8k,1291,3528,5,3214,5,5,5,3214,3214,3214,True,True,True,True,True
GPT4,gsm8k,1292,17,5,2024,5,5,5,2024,2024,2024,True,True,True,True,True
GPT4,gsm8k,1293,140,5,1740,5,5,5,1740,1740,1740,True,True,True,True,True
GPT4,gsm8k,1294,110,5,1491,5,5,5,1491,1491,1491,True,True,True,True,True
GPT4,gsm8k,1295,251,5,3191,5,5,40,3191,3191,0,True,True,True,True,True
GPT4,gsm8k,1296,54,5,3031,5,5,5,3031,3031,3031,False,False,False,False,False
GPT4,gsm8k,1297,104,5,3937,5,5,5,3937,3937,3937,True,True,True,True,True
GPT4,gsm8k,1298,800,5,1046,5,5,30,1046,1046,289,True,True,True,True,True
GPT4,gsm8k,1299,1596,5,3264,5,5,25,3264,3264,1409,True,True,True,True,True
GPT4,gsm8k,1300,5600,5,2205,5,5,20,2205,2205,1236,True,True,True,True,True
GPT4,gsm8k,1301,67,5,1971,5,5,5,1971,1971,1971,True,True,True,True,True
GPT4,gsm8k,1302,360,5,1895,5,5,30,1895,1895,533,True,True,True,True,True
GPT4,gsm8k,1303,2,5,2108,5,5,40,2108,2108,0,True,True,True,True,True
GPT4,gsm8k,1304,26,5,2381,5,5,5,2381,2381,2381,True,True,True,True,True
GPT4,gsm8k,1305,300,5,1431,5,5,15,1431,1431,1015,True,True,True,True,True
GPT4,gsm8k,1306,48,5,1454,5,5,5,1454,1454,1454,True,True,True,True,True
GPT4,gsm8k,1307,300,5,1990,5,5,40,1990,1990,0,True,True,True,True,True
GPT4,gsm8k,1308,23,5,2206,5,5,5,2206,2206,2206,True,True,True,True,True
GPT4,gsm8k,1309,30,5,1551,5,5,5,1551,1551,1551,True,True,True,True,True
GPT4,gsm8k,1310,1400,5,1628,5,5,15,1628,1628,1154,True,True,True,True,True
GPT4,gsm8k,1311,15,5,1742,5,5,5,1742,1742,1742,True,True,True,True,True
GPT4,gsm8k,1312,22,5,2790,5,5,5,2790,2790,2790,True,True,True,True,True
GPT4,gsm8k,1313,66,5,1464,5,5,5,1464,1464,1464,True,True,True,True,True
GPT4,gsm8k,1314,108,20,1302,5,5,25,2267,2267,981,False,False,False,False,False
GPT4,gsm8k,1315,106,15,1287,5,5,40,1815,1815,0,True,True,True,True,True
GPT4,gsm8k,1316,80,5,1687,5,5,5,1687,1687,1687,True,True,True,True,True
GPT4,gsm8k,1317,30,5,1507,5,5,5,1507,1507,1507,True,True,True,True,True
GPT4,gsm8k,1318,25,5,2222,5,5,40,2222,2222,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,0,18,40,0,5,15,40,2487,1644,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,1,3,40,0,10,40,40,2056,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,2,70000,40,0,5,5,40,2985,2985,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,3,540,40,0,5,40,40,1458,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,4,20,10,2114,5,10,40,2503,2114,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,5,64,40,0,5,10,40,2859,2458,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,6,260,40,0,5,40,40,1459,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,7,160,40,0,5,5,40,3344,3344,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,8,45,40,0,5,5,40,3420,3420,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,9,460,40,0,5,40,40,1118,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,10,366,40,0,5,40,40,2099,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,11,694,40,0,5,40,40,1351,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,12,13,40,0,5,5,40,2792,2792,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,13,18,10,2606,5,25,40,3036,1316,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,14,60,40,0,5,40,40,1027,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,15,125,40,0,5,40,40,2568,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,16,230,40,0,5,5,20,3313,3313,1892,False,False,True,True,False
GPT-OSS-20B,gsm8k,17,57500,40,0,5,30,40,1338,337,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,18,7,40,0,5,40,40,1317,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,19,6,40,0,5,5,40,2606,2606,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,20,15,40,0,5,5,40,2428,2428,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,21,14,30,865,5,5,40,3180,3180,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,22,7,40,0,10,40,40,1237,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,23,8,40,0,5,25,40,1400,621,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,24,26,40,0,10,40,40,1255,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,25,2,40,0,5,40,40,1892,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,26,243,40,0,5,40,40,940,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,27,16,40,0,5,25,40,1138,484,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,28,25,40,0,5,40,40,1846,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,29,104,40,0,5,5,40,3232,3232,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,30,109,40,0,10,40,40,1042,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,31,80,40,0,5,40,40,2113,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,32,35,40,0,5,40,40,1561,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,33,70,25,215,5,40,40,678,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,34,23,40,0,5,40,40,1151,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,35,9,40,0,5,30,40,2093,530,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,36,75,40,0,5,30,40,2036,603,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,37,2,40,0,5,5,40,3432,3432,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,38,10,20,1975,5,10,40,3419,2941,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,39,18,40,0,5,5,40,3348,3348,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,40,8,40,0,15,30,40,1741,665,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,41,200,40,0,5,5,40,3203,3203,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,42,26,40,0,5,5,40,1876,1876,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,43,48,40,0,5,5,40,2721,2721,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,44,20,30,769,10,10,30,2333,2333,769,True,True,True,True,True
GPT-OSS-20B,gsm8k,45,104,40,0,5,10,40,2827,2429,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,46,163,40,0,5,5,40,2962,2962,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,47,800,40,0,5,5,10,3316,3316,2845,False,False,False,False,False
GPT-OSS-20B,gsm8k,48,8,40,0,5,5,40,1322,1322,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,49,30,40,0,5,5,35,1146,1146,152,False,False,False,False,False
GPT-OSS-20B,gsm8k,50,294,40,0,5,40,40,1606,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,51,5,40,0,5,5,15,3143,3143,2267,True,True,True,True,False
GPT-OSS-20B,gsm8k,52,15,5,1910,5,15,40,1910,1186,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,53,40,40,0,5,40,40,1931,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,54,40,40,0,5,5,25,3252,3252,1391,False,False,False,False,False
GPT-OSS-20B,gsm8k,55,14,40,0,5,5,40,1050,1050,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,56,3,40,0,10,40,40,1404,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,57,83,40,0,5,40,40,1685,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,58,57,40,0,5,5,40,2796,2796,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,59,187,40,0,5,10,40,1411,1227,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,60,17,40,0,5,5,40,2832,2832,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,61,1430,40,0,10,40,40,2047,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,62,25000,40,0,5,5,40,3235,3235,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,63,1596,40,0,5,40,40,2068,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,64,300,40,0,5,40,40,2080,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,65,36,40,0,5,5,10,3348,3348,2877,True,True,False,False,False
GPT-OSS-20B,gsm8k,66,48,10,2491,5,5,40,2957,2957,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,67,595,40,0,5,30,40,1510,432,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,68,36,40,0,5,35,40,2140,376,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,69,60,40,0,5,5,40,1410,1410,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,70,7425,40,0,5,20,40,2525,1471,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,71,60,30,317,5,10,40,1287,1076,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,72,221,40,0,5,5,40,1185,1185,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,73,255,20,1808,5,5,40,3172,3172,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,74,88,40,0,5,30,40,2063,505,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,75,60,40,0,5,15,40,3308,2353,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,76,5,40,0,5,40,40,2257,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,77,100,40,0,5,40,40,1910,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,78,6,40,0,5,5,40,3185,3185,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,79,70,40,0,5,15,40,1261,881,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,80,10,40,0,5,35,35,2102,279,279,True,True,False,True,True
GPT-OSS-20B,gsm8k,81,17,40,0,5,40,40,1154,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,82,623,40,0,5,25,40,1778,1003,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,83,600,40,0,5,10,40,1146,1004,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,84,15,20,547,10,40,40,831,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,85,44,40,0,5,10,40,3449,2954,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,86,22,40,0,5,10,40,3618,3087,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,87,9360,5,3448,5,5,40,3448,3448,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,88,8000,40,0,5,40,40,1248,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,89,24,40,0,5,10,40,2987,2556,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,90,225,40,0,5,5,40,1322,1322,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,91,28,40,0,5,20,40,1046,374,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,92,4,40,0,5,40,40,3137,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,93,36,40,0,5,5,40,3237,3237,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,94,348,40,0,5,5,40,3231,3231,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,95,40,40,0,5,40,40,1606,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,96,3,35,146,5,5,40,937,937,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,97,12,40,0,5,5,15,3390,3390,2418,False,False,False,False,False
GPT-OSS-20B,gsm8k,98,5,40,0,5,5,40,3586,3586,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,99,58,40,0,5,10,40,2600,2164,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,100,175,40,0,5,5,40,3116,3116,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,101,6,40,0,5,15,40,1909,1345,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,102,26,40,0,5,5,40,3231,3231,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,103,140,40,0,5,5,40,3213,3213,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,104,500,40,0,5,20,40,1981,909,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,105,20,40,0,5,10,40,1315,1142,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,106,72,40,0,5,5,40,2536,2536,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,107,3,40,0,5,5,40,2875,2875,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,108,50,40,0,5,10,40,3242,2800,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,109,28,40,0,5,10,40,3046,2614,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,110,45,40,0,5,10,40,3134,2673,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,111,16,40,0,5,5,40,3265,3265,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,112,24,40,0,5,5,10,3128,3128,2658,False,False,False,False,False
GPT-OSS-20B,gsm8k,113,25,40,0,5,15,40,2093,1404,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,114,6,40,0,5,5,40,3155,3155,0,False,False,True,True,False
GPT-OSS-20B,gsm8k,115,90,40,0,5,5,40,3014,3014,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,116,42,5,3287,5,5,40,3287,3287,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,117,360,40,0,5,5,40,1122,1122,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,118,4,40,0,5,5,40,2522,2522,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,119,95200,40,0,5,5,5,2890,2890,2890,False,False,False,False,False
GPT-OSS-20B,gsm8k,120,240,40,0,5,5,40,2363,2363,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,121,27,40,0,10,40,40,938,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,122,48,40,0,5,5,40,3158,3158,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,123,50,40,0,5,40,40,1840,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,124,10,40,0,5,10,40,2958,2488,0,False,False,True,True,False
GPT-OSS-20B,gsm8k,125,10,40,0,5,5,40,3304,3304,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,126,82,30,455,5,5,40,1547,1547,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,127,120,40,0,5,5,40,1223,1223,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,128,880,40,0,5,5,40,1902,1902,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,129,10000,40,0,5,5,40,3150,3150,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,130,30,40,0,5,40,40,2065,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,131,940,40,0,5,5,40,1318,1318,0,False,False,True,True,False
GPT-OSS-20B,gsm8k,132,60,40,0,10,40,40,1708,0,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,133,13,40,0,5,40,40,1155,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,134,720,40,0,5,5,40,1188,1188,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,135,40,40,0,5,5,40,3064,3064,0,False,False,True,True,False
GPT-OSS-20B,gsm8k,136,6,40,0,5,10,25,1072,886,490,False,False,False,False,False
GPT-OSS-20B,gsm8k,137,29,40,0,10,10,10,1495,1495,1495,False,False,False,False,False
GPT-OSS-20B,gsm8k,138,105,40,0,5,5,40,3432,3432,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,139,70,10,2606,5,5,40,3054,3054,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,140,20,40,0,5,10,40,1126,945,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,141,400,40,0,5,10,40,2380,2003,0,True,True,True,False,True
GPT-OSS-20B,gsm8k,142,140,40,0,5,40,40,1423,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,143,16,40,0,5,5,40,2444,2444,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,144,20,40,0,5,15,40,3084,2172,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,145,4000,40,0,5,5,15,2707,2707,1902,True,True,False,False,False
GPT-OSS-20B,gsm8k,146,2125,10,2743,5,10,40,3191,2743,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,147,75,20,1927,5,5,40,3369,3369,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,148,30,40,0,5,40,40,1514,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,149,16,35,160,5,5,40,911,911,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,150,4,40,0,5,5,40,3417,3417,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,151,5,40,0,5,15,40,2512,1835,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,152,4,40,0,5,40,40,988,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,153,48,40,0,5,25,40,3126,1366,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,154,272,40,0,5,5,40,2608,2608,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,155,280,40,0,5,5,5,2251,2251,2251,False,False,True,True,True
GPT-OSS-20B,gsm8k,156,1400,40,0,5,10,40,2973,2564,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,157,80,15,2443,5,15,40,3448,2443,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,158,34,10,982,5,5,40,1130,1130,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,159,15,40,0,5,5,40,3361,3361,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,160,16,40,0,5,5,40,959,959,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,161,32,40,0,5,5,40,2010,2010,0,True,True,False,False,True
GPT-OSS-20B,gsm8k,162,92,40,0,5,5,25,2929,2929,1278,False,False,False,False,False
GPT-OSS-20B,gsm8k,163,50,40,0,5,5,40,3297,3297,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,164,15,40,0,5,5,40,3378,3378,0,False,False,True,True,False
GPT-OSS-20B,gsm8k,165,77,40,0,5,25,40,1162,367,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,166,5,40,0,5,40,40,1566,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,167,16,40,0,5,25,40,1162,627,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,168,18,40,0,5,40,40,1504,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,169,120,40,0,5,40,40,1678,0,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,170,150,40,0,5,40,40,1222,0,0,False,False,True,False,False
GPT-OSS-20B,gsm8k,171,1210,30,359,5,10,40,1191,991,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,172,51,40,0,5,20,40,3282,1885,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,173,18000,40,0,10,40,40,1153,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,174,95,40,0,5,5,40,2286,2286,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,175,15,40,0,5,5,40,3229,3229,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,176,100,40,0,5,10,40,3089,2682,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,177,350,40,0,5,40,40,1849,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,178,122,40,0,5,40,40,1024,0,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,179,130,40,0,5,15,40,1191,826,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,180,20,40,0,5,5,40,1213,1213,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,181,160,40,0,5,5,40,3072,3072,0,False,False,True,True,False
GPT-OSS-20B,gsm8k,182,23,40,0,5,5,40,3160,3160,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,183,2,40,0,5,5,40,2498,2498,0,True,True,True,True,True
GPT-OSS-20B,gsm8k,184,25,40,0,5,10,35,3307,2805,472,False,False,False,False,False
GPT-OSS-20B,gsm8k,185,30,35,173,5,5,40,1304,1304,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,186,5,40,0,5,5,40,3600,3600,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,187,106,40,0,5,20,40,2625,1455,0,False,False,False,False,False
GPT-OSS-20B,gsm8k,188,50,40,0,5,35,40,1587,226,0,True,True,False,True,True
GPT-OSS-20B,gsm8k,189,34,40,0,5,10,20,2931,2518,1683,False,False,False,False,False
